Fecha de Venta,ClienteID,Cantidad,Precio Unitario,DescuentoID,Prioridad,Medio de Envío,Segmento,Provincia,ID
2009-05-11,9,32,6.48,10,Low,Regular Air,Small Business,Nova Scotia,784
2009-05-11,29,11,1.74,7,High,Express Air,Consumer,Saskachewan,785
2009-05-11,19,45,227.55,12,High,Delivery Truck,Consumer,Saskachewan,786
2009-05-11,31,30,15.67,11,Low,Express Air,Consumer,New Brunswick,787
2009-05-11,24,35,4.48,14,High,Regular Air,Consumer,British Columbia,788
2009-05-11,3,18,2.16,14,High,Regular Air,Consumer,British Columbia,789
2009-05-11,25,5,9.71,13,High,Regular Air,Consumer,British Columbia,790
2009-05-11,33,13,55.99,9,High,Regular Air,Consumer,British Columbia,791
2009-05-12,25,4,9.27,15,Medium,Regular Air,Corporate,British Columbia,792
2009-05-12,31,44,78.69,13,Medium,Regular Air,Small Business,Manitoba,793
2009-05-12,30,11,6.48,5,Medium,Regular Air,Small Business,Manitoba,794
2009-05-12,29,18,3.28,1,Medium,Regular Air,Small Business,Manitoba,795
2009-05-12,15,12,3.28,1,Medium,Regular Air,Small Business,Manitoba,796
2009-05-12,20,10,3.58,8,Medium,Regular Air,Small Business,Manitoba,797
2009-05-12,27,7,128.24,7,Not Specified,Regular Air,Corporate,Manitoba,798
2009-05-12,13,31,5.98,10,Not Specified,Regular Air,Corporate,Manitoba,799
2009-05-13,25,7,162.93,6,Medium,Regular Air,Corporate,Newfoundland,800
2009-05-13,2,6,11.58,4,Medium,Regular Air,Corporate,Newfoundland,801
2009-05-13,20,33,55.99,15,Medium,Regular Air,Corporate,Nova Scotia,802
2009-05-13,14,34,13.9,12,Medium,Regular Air,Corporate,Quebec,803
2009-05-13,10,28,30.42,2,Not Specified,Regular Air,Corporate,Quebec,804
2009-05-13,39,22,37.94,6,Not Specified,Regular Air,Corporate,Quebec,805
2009-05-13,10,34,2.62,7,High,Express Air,Small Business,Yukon,806
2009-05-13,9,43,55.5,6,Medium,Regular Air,Home Office,Alberta,807
2009-05-14,11,8,4.98,6,Not Specified,Regular Air,Home Office,Nova Scotia,808
2009-05-14,39,29,4.98,2,Not Specified,Regular Air,Corporate,Quebec,809
2009-05-14,25,40,5.28,13,Critical,Regular Air,Corporate,Manitoba,810
2009-05-14,30,46,4.89,4,Low,Express Air,Home Office,Yukon,811
2009-05-14,28,45,6.68,5,Low,Regular Air,Home Office,Yukon,812
2009-05-14,7,35,95.99,8,Critical,Regular Air,Corporate,British Columbia,813
2009-05-15,35,46,73.98,7,Not Specified,Regular Air,Corporate,British Columbia,814
2009-05-15,23,21,3.68,13,Not Specified,Regular Air,Corporate,British Columbia,815
2009-05-15,11,45,39.06,8,Critical,Regular Air,Small Business,Ontario,816
2009-05-15,26,50,37.7,10,Critical,Regular Air,Small Business,Ontario,817
2009-05-15,15,48,26.48,15,High,Regular Air,Small Business,Alberta,818
2009-05-15,33,30,30.98,11,High,Regular Air,Corporate,Alberta,819
2009-05-15,16,29,40.99,13,High,Regular Air,Corporate,Alberta,820
2009-05-15,6,34,8.32,8,Medium,Regular Air,Consumer,Alberta,821
2009-05-15,5,16,2.94,8,Medium,Regular Air,Consumer,Alberta,822
2009-05-16,9,27,279.48,15,Critical,Regular Air,Small Business,Manitoba,823
2009-05-16,7,25,5.4,15,High,Regular Air,Corporate,Yukon,824
2009-05-16,13,18,28.53,1,High,Regular Air,Corporate,Yukon,825
2009-05-16,35,16,5.98,14,High,Regular Air,Corporate,Yukon,826
2009-05-16,38,17,14.42,14,Critical,Express Air,Small Business,Yukon,827
2009-05-17,9,7,2.94,1,Medium,Regular Air,Corporate,Manitoba,828
2009-05-17,5,30,113.98,4,Low,Delivery Truck,Corporate,Saskachewan,829
2009-05-17,31,43,8.34,8,High,Regular Air,Home Office,Saskachewan,830
2009-05-17,28,26,4.98,14,High,Regular Air,Home Office,Saskachewan,831
2009-05-17,3,26,19.84,14,High,Regular Air,Home Office,British Columbia,832
2009-05-18,24,42,280.98,3,Critical,Delivery Truck,Corporate,Prince Edward Island,833
2009-05-18,19,47,73.98,5,Not Specified,Express Air,Corporate,Ontario,834
2009-05-18,22,38,20.99,12,Medium,Regular Air,Corporate,Nova Scotia,835
2009-05-18,26,15,3.36,1,Medium,Express Air,Corporate,Nova Scotia,836
2009-05-18,17,5,12.28,15,Medium,Regular Air,Corporate,Nova Scotia,837
2009-05-18,33,41,10.98,13,High,Regular Air,Small Business,Saskachewan,838
2009-05-18,8,3,2.98,2,Critical,Regular Air,Corporate,Saskachewan,839
2009-05-19,35,3,172.99,6,Low,Regular Air,Home Office,Nova Scotia,840
2009-05-19,20,2,13.43,14,Low,Regular Air,Home Office,Quebec,841
2009-05-19,8,14,9.99,10,Medium,Regular Air,Corporate,Yukon,842
2009-05-20,31,15,20.48,9,Medium,Regular Air,Consumer,British Columbia,843
2009-05-20,26,7,15.67,1,Medium,Regular Air,Consumer,British Columbia,844
2009-05-20,29,25,31.74,11,Medium,Express Air,Small Business,Ontario,845
2009-05-20,36,36,6.35,7,Medium,Regular Air,Small Business,Ontario,846
2009-05-20,10,21,65.99,15,Medium,Express Air,Small Business,Ontario,847
2009-05-20,5,4,100.98,8,High,Delivery Truck,Consumer,Quebec,848
2009-05-20,35,39,65.99,15,Not Specified,Express Air,Small Business,Yukon,849
2009-05-20,1,34,5.94,12,Not Specified,Regular Air,Home Office,Alberta,850
2009-05-20,35,50,6.48,14,Not Specified,Regular Air,Home Office,Alberta,851
2009-05-21,2,36,7.64,15,Medium,Regular Air,Home Office,Ontario,852
2009-05-21,1,44,2.08,4,Medium,Regular Air,Home Office,Ontario,853
2009-05-21,8,7,1.98,6,Critical,Express Air,Corporate,Newfoundland,854
2009-05-21,3,40,4.98,11,High,Regular Air,Small Business,Quebec,855
2009-05-21,38,26,55.99,13,Critical,Regular Air,Corporate,Quebec,856
2009-05-21,28,20,218.08,11,Not Specified,Express Air,Consumer,Alberta,857
2009-05-21,13,46,7.28,15,Critical,Regular Air,Home Office,Alberta,858
2009-05-21,30,40,5.0,11,Not Specified,Regular Air,Small Business,Alberta,859
2009-05-21,20,49,12.99,6,Not Specified,Regular Air,Small Business,Alberta,860
2009-05-21,22,1,5.18,10,Low,Express Air,Small Business,Alberta,861
2009-05-21,3,4,5.84,10,Low,Regular Air,Small Business,Alberta,862
2009-05-22,20,22,256.99,6,Low,Regular Air,Home Office,Ontario,863
2009-05-22,13,45,25.98,14,Not Specified,Regular Air,Small Business,Quebec,864
2009-05-22,39,44,20.98,13,Not Specified,Delivery Truck,Small Business,Quebec,865
2009-05-22,20,43,4.98,2,Critical,Regular Air,Corporate,Yukon,866
2009-05-22,19,15,115.99,9,Medium,Delivery Truck,Home Office,British Columbia,867
2009-05-22,37,50,130.98,3,Critical,Delivery Truck,Small Business,Alberta,868
2009-05-22,18,19,19.98,2,Low,Regular Air,Small Business,Alberta,869
2009-05-23,24,4,4.13,9,Not Specified,Regular Air,Home Office,Ontario,870
2009-05-23,32,44,42.8,13,High,Regular Air,Corporate,Quebec,871
2009-05-23,12,46,77.51,2,Not Specified,Express Air,Home Office,Saskachewan,872
2009-05-23,22,37,2.88,3,Not Specified,Regular Air,Home Office,Saskachewan,873
2009-05-23,29,40,2.61,15,High,Regular Air,Home Office,Alberta,874
2009-05-24,35,34,150.98,12,Not Specified,Delivery Truck,Home Office,Ontario,875
2009-05-24,8,31,80.97,7,Low,Delivery Truck,Home Office,Ontario,876
2009-05-24,7,22,6.48,2,Low,Regular Air,Home Office,Ontario,877
2009-05-24,3,8,40.98,10,High,Express Air,Consumer,Ontario,878
2009-05-24,3,32,8.12,2,High,Express Air,Consumer,Ontario,879
2009-05-24,15,26,262.11,7,High,Delivery Truck,Consumer,Ontario,880
2009-05-24,8,32,218.08,2,Medium,Express Air,Consumer,British Columbia,881
2009-05-25,37,23,3.15,4,High,Regular Air,Home Office,Nova Scotia,882
2009-05-25,11,24,4.77,6,Not Specified,Regular Air,Corporate,Quebec,883
2009-05-25,32,34,27.18,15,Not Specified,Regular Air,Corporate,Quebec,884
2009-05-25,19,34,17.98,6,High,Regular Air,Home Office,Yukon,885
2009-05-25,19,12,5.44,14,Not Specified,Express Air,Corporate,Yukon,886
2009-05-25,24,22,26.38,9,Not Specified,Regular Air,Corporate,Yukon,887
2009-05-25,23,2,20.99,13,Not Specified,Regular Air,Corporate,Yukon,888
2009-05-25,8,38,125.99,10,Not Specified,Regular Air,Corporate,Yukon,889
2009-05-25,4,5,47.9,3,Medium,Regular Air,Consumer,Yukon,890
2009-05-25,38,48,30.56,5,Low,Regular Air,Small Business,Yukon,891
2009-05-25,27,10,15.99,7,Not Specified,Express Air,Corporate,Alberta,892
2009-05-26,28,9,11.33,4,Critical,Regular Air,Corporate,Ontario,893
2009-05-26,15,45,15.67,13,Critical,Regular Air,Corporate,Ontario,894
2009-05-26,17,21,2.62,8,Critical,Regular Air,Small Business,Quebec,895
2009-05-26,8,37,5.94,12,Low,Regular Air,Small Business,British Columbia,896
2009-05-26,6,21,125.99,1,Low,Regular Air,Small Business,British Columbia,897
2009-05-26,25,40,349.45,13,Not Specified,Delivery Truck,Consumer,Alberta,898
2009-05-27,34,50,14.2,1,Critical,Regular Air,Corporate,Prince Edward Island,899
2009-05-27,31,26,5.4,1,Not Specified,Express Air,Corporate,Nova Scotia,900
2009-05-27,32,41,20.99,15,Not Specified,Regular Air,Corporate,Nova Scotia,901
2009-05-27,19,33,37.7,1,Critical,Regular Air,Home Office,Yukon,902
2009-05-27,2,1,55.99,3,Critical,Regular Air,Home Office,Yukon,903
2009-05-28,27,1,60.97,10,Medium,Regular Air,Consumer,Quebec,904
2009-05-28,21,42,90.98,3,Medium,Regular Air,Consumer,Quebec,905
2009-05-28,15,18,5.85,11,Low,Regular Air,Corporate,Quebec,906
2009-05-28,6,28,35.94,3,Medium,Regular Air,Small Business,Quebec,907
2009-05-28,19,11,5.98,4,Critical,Regular Air,Corporate,Quebec,908
2009-05-28,14,30,17.7,1,Critical,Regular Air,Consumer,Manitoba,909
2009-05-29,30,13,20.99,13,Low,Regular Air,Small Business,Northwest Territories,910
2009-05-29,6,5,6.48,1,Medium,Regular Air,Corporate,Saskachewan,911
2009-05-29,34,31,23.99,6,High,Regular Air,Corporate,Saskachewan,912
2009-05-30,4,4,896.99,14,Critical,Regular Air,Home Office,Northwest Territories,913
2009-05-30,24,30,120.98,1,Not Specified,Regular Air,Home Office,Northwest Territories,914
2009-06-01,21,41,120.98,3,High,Delivery Truck,Consumer,Nova Scotia,915
2009-06-01,15,32,15.68,14,High,Regular Air,Consumer,Nova Scotia,916
2009-06-01,6,17,7.78,13,Critical,Regular Air,Corporate,Manitoba,917
2009-06-01,32,4,4.71,10,High,Express Air,Corporate,Ontario,918
2009-06-01,8,7,55.99,11,High,Express Air,Corporate,Ontario,919
2009-06-01,16,31,15.31,2,Medium,Regular Air,Small Business,Ontario,920
2009-06-01,25,11,4.49,9,Critical,Regular Air,Corporate,Manitoba,921
2009-06-01,34,30,3.68,14,Critical,Regular Air,Corporate,Manitoba,922
2009-06-01,3,16,2.89,8,Not Specified,Regular Air,Consumer,New Brunswick,923
2009-06-01,21,25,22.84,3,Not Specified,Regular Air,Consumer,New Brunswick,924
2009-06-01,19,6,9.11,9,Not Specified,Regular Air,Corporate,Alberta,925
2009-06-01,17,34,64.65,5,Not Specified,Regular Air,Corporate,Alberta,926
2009-06-02,18,34,22.84,2,Critical,Regular Air,Small Business,Newfoundland,927
2009-06-02,10,50,9.78,1,Not Specified,Regular Air,Consumer,Nova Scotia,928
2009-06-02,21,15,200.99,6,Not Specified,Regular Air,Consumer,Nova Scotia,929
2009-06-02,10,17,10.98,12,Critical,Regular Air,Small Business,Nova Scotia,930
2009-06-02,20,21,179.29,13,Medium,Delivery Truck,Corporate,Quebec,931
2009-06-02,8,2,9.99,11,Critical,Regular Air,Small Business,Ontario,932
2009-06-03,32,23,125.99,9,Medium,Regular Air,Home Office,Ontario,933
2009-06-03,16,46,259.71,12,Low,Delivery Truck,Small Business,Manitoba,934
2009-06-03,33,42,30.93,1,Not Specified,Regular Air,Corporate,Saskachewan,935
2009-06-03,5,28,1.68,10,Not Specified,Express Air,Corporate,Saskachewan,936
2009-06-03,30,45,2.61,12,High,Regular Air,Consumer,Yukon,937
2009-06-03,12,23,145.98,5,Not Specified,Delivery Truck,Corporate,Yukon,938
2009-06-03,36,50,161.55,14,Low,Regular Air,Corporate,British Columbia,939
2009-06-03,5,15,6.48,10,Low,Express Air,Consumer,Alberta,940
2009-06-03,7,13,20.98,12,Low,Delivery Truck,Consumer,Alberta,941
2009-06-03,31,8,65.99,5,Low,Regular Air,Consumer,Alberta,942
2009-06-04,22,3,999.99,11,Not Specified,Regular Air,Corporate,Quebec,943
2009-06-04,12,34,6.48,4,Not Specified,Express Air,Corporate,Quebec,944
2009-06-04,13,32,49.99,8,Critical,Express Air,Small Business,Ontario,945
2009-06-04,17,11,218.75,13,High,Delivery Truck,Corporate,Yukon,946
2009-06-04,22,13,115.99,12,Low,Regular Air,Corporate,Alberta,947
2009-06-05,33,14,363.25,10,High,Regular Air,Consumer,Ontario,948
2009-06-06,9,39,2.84,7,Critical,Regular Air,Consumer,Nova Scotia,949
2009-06-06,31,20,6.47,14,Critical,Regular Air,Consumer,Ontario,950
2009-06-07,6,18,1270.99,2,Low,Regular Air,Small Business,Northwest Territories,951
2009-06-07,37,13,4.76,11,High,Regular Air,Corporate,British Columbia,952
2009-06-07,39,48,45.98,4,Low,Regular Air,Consumer,Nova Scotia,953
2009-06-07,10,33,48.04,15,Low,Regular Air,Consumer,Quebec,954
2009-06-07,18,7,284.98,11,Low,Delivery Truck,Small Business,New Brunswick,955
2009-06-07,34,45,55.48,11,Low,Regular Air,Small Business,New Brunswick,956
2009-06-07,5,1,44.01,2,Critical,Regular Air,Home Office,British Columbia,957
2009-06-07,23,22,4.06,12,Critical,Regular Air,Home Office,British Columbia,958
2009-06-07,3,10,1.26,6,Critical,Regular Air,Home Office,British Columbia,959
2009-06-08,27,35,100.97,3,Low,Express Air,Consumer,Alberta,960
2009-06-08,12,2,4.84,6,Low,Regular Air,Consumer,Alberta,961
2009-06-09,27,15,8.34,8,Critical,Express Air,Home Office,Quebec,962
2009-06-10,3,14,8.85,13,Not Specified,Regular Air,Consumer,Ontario,963
2009-06-10,14,7,7.28,8,High,Regular Air,Small Business,Newfoundland,964
2009-06-11,11,26,65.99,3,High,Regular Air,Small Business,Ontario,965
2009-06-11,16,3,5.28,2,Critical,Regular Air,Home Office,Ontario,966
2009-06-11,3,24,65.99,14,Critical,Regular Air,Home Office,Ontario,967
2009-06-11,9,14,39.98,2,High,Regular Air,Corporate,Quebec,968
2009-06-11,19,14,35.44,6,Not Specified,Regular Air,Small Business,Ontario,969
2009-06-11,27,24,3.98,11,Not Specified,Regular Air,Small Business,Ontario,970
2009-06-11,6,47,1.76,2,Not Specified,Regular Air,Small Business,Ontario,971
2009-06-11,18,42,193.17,10,Not Specified,Express Air,Small Business,Ontario,972
2009-06-11,1,29,35.99,2,Critical,Regular Air,Corporate,Saskachewan,973
2009-06-11,15,23,8.6,8,Critical,Express Air,Small Business,British Columbia,974
2009-06-12,1,28,35.44,1,Low,Regular Air,Corporate,Nova Scotia,975
2009-06-12,7,36,130.98,6,Low,Delivery Truck,Small Business,Ontario,976
2009-06-12,39,16,4.86,7,Medium,Regular Air,Small Business,Ontario,977
2009-06-12,32,3,6.48,11,High,Express Air,Home Office,Saskachewan,978
2009-06-12,2,22,17.07,1,High,Regular Air,Home Office,Saskachewan,979
2009-06-12,37,28,55.48,10,High,Regular Air,Corporate,Yukon,980
2009-06-12,7,38,46.89,15,Critical,Regular Air,Home Office,British Columbia,981
2009-06-12,23,50,6.64,12,Critical,Regular Air,Home Office,British Columbia,982
2009-06-12,24,12,449.99,3,High,Delivery Truck,Corporate,Alberta,983
2009-06-12,9,25,105.29,10,Low,Regular Air,Small Business,Alberta,984
2009-06-12,3,47,31.76,8,Low,Delivery Truck,Small Business,Alberta,985
2009-06-13,37,16,85.99,7,Low,Regular Air,Small Business,Ontario,986
2009-06-13,12,29,30.98,14,Low,Regular Air,Corporate,Ontario,987
2009-06-13,25,9,177.98,6,High,Regular Air,Corporate,Saskachewan,988
2009-06-13,6,11,2.08,14,High,Express Air,Corporate,Saskachewan,989
2009-06-13,11,33,17.15,10,High,Regular Air,Home Office,New Brunswick,990
2009-06-14,31,11,5.84,3,Not Specified,Regular Air,Corporate,Ontario,991
2009-06-14,9,21,194.3,1,Critical,Regular Air,Home Office,Quebec,992
2009-06-14,6,41,209.84,13,Critical,Regular Air,Home Office,Ontario,993
2009-06-14,15,24,315.98,2,Not Specified,Regular Air,Home Office,Saskachewan,994
2009-06-15,29,14,5.98,12,Critical,Regular Air,Home Office,Nova Scotia,995
2009-06-15,3,50,6.48,3,Not Specified,Regular Air,Home Office,Nova Scotia,996
2009-06-15,4,15,350.98,5,Not Specified,Delivery Truck,Consumer,Quebec,997
2009-06-15,3,10,70.98,2,Not Specified,Delivery Truck,Consumer,Quebec,998
2009-06-15,36,41,27.48,6,Not Specified,Regular Air,Consumer,Quebec,999
2009-06-15,8,35,4.24,3,Not Specified,Regular Air,Corporate,Alberta,1000
2009-06-15,29,48,2.94,11,Not Specified,Regular Air,Corporate,Alberta,1001
2009-06-16,30,16,40.48,2,Critical,Regular Air,Small Business,Saskachewan,1002
2009-06-17,14,25,4.13,15,Low,Regular Air,Small Business,British Columbia,1003
2009-06-17,38,24,130.98,6,Low,Delivery Truck,Small Business,British Columbia,1004
2009-06-17,23,33,20.95,5,Low,Regular Air,Corporate,Manitoba,1005
2009-06-17,9,8,30.98,4,Low,Regular Air,Corporate,Manitoba,1006
2009-06-17,6,42,51.75,10,Low,Regular Air,Corporate,Manitoba,1007
2009-06-17,11,26,11.7,15,Low,Express Air,Consumer,Quebec,1008
2009-06-17,5,23,6.48,14,Critical,Regular Air,Consumer,Ontario,1009
2009-06-17,33,16,33.89,11,Critical,Express Air,Consumer,Ontario,1010
2009-06-17,5,25,7.38,5,Not Specified,Regular Air,Corporate,Yukon,1011
2009-06-17,5,44,5.98,10,Not Specified,Regular Air,Corporate,Yukon,1012
2009-06-17,1,33,15.42,14,Not Specified,Regular Air,Corporate,Yukon,1013
2009-06-17,8,37,10.89,14,Low,Regular Air,Consumer,Yukon,1014
2009-06-17,3,42,10.64,11,Low,Regular Air,Consumer,Yukon,1015
2009-06-17,35,11,7.96,1,Low,Regular Air,Consumer,Yukon,1016
2009-06-18,24,11,10.48,3,Medium,Regular Air,Corporate,British Columbia,1017
2009-06-18,37,31,152.48,14,Low,Regular Air,Small Business,Ontario,1018
2009-06-19,7,3,14.42,15,Not Specified,Regular Air,Corporate,Ontario,1019
2009-06-19,3,36,280.98,2,Not Specified,Delivery Truck,Corporate,Manitoba,1020
2009-06-19,37,39,4.98,8,Not Specified,Regular Air,Corporate,Manitoba,1021
2009-06-19,22,30,3.98,8,Not Specified,Regular Air,Corporate,Manitoba,1022
2009-06-20,7,42,10.98,1,Low,Regular Air,Corporate,Prince Edward Island,1023
2009-06-20,11,39,6.48,15,Not Specified,Regular Air,Consumer,Quebec,1024
2009-06-20,12,38,3.08,7,Not Specified,Regular Air,Small Business,Saskachewan,1025
2009-06-20,17,47,2.78,10,Not Specified,Regular Air,Small Business,Saskachewan,1026
2009-06-20,12,40,8.04,9,Not Specified,Regular Air,Home Office,British Columbia,1027
2009-06-21,33,1,25.38,5,Not Specified,Regular Air,Home Office,Northwest Territories,1028
2009-06-21,25,24,2.88,6,Critical,Regular Air,Corporate,British Columbia,1029
2009-06-21,25,4,348.21,13,Critical,Delivery Truck,Corporate,British Columbia,1030
2009-06-21,20,24,119.99,4,Not Specified,Delivery Truck,Corporate,Ontario,1031
2009-06-21,23,42,6.48,5,Not Specified,Regular Air,Corporate,Ontario,1032
2009-06-22,18,7,180.98,7,High,Delivery Truck,Corporate,Northwest Territories,1033
2009-06-22,37,50,304.99,4,Critical,Regular Air,Home Office,Ontario,1034
2009-06-22,17,31,65.99,4,Critical,Regular Air,Home Office,Ontario,1035
2009-06-22,31,23,125.99,5,Low,Regular Air,Small Business,Nova Scotia,1036
2009-06-22,7,43,19.98,11,Medium,Regular Air,Consumer,Nova Scotia,1037
2009-06-22,12,11,7.98,12,Critical,Regular Air,Consumer,Quebec,1038
2009-06-22,1,11,2.88,9,Medium,Regular Air,Consumer,Quebec,1039
2009-06-22,14,18,4.48,13,Low,Express Air,Home Office,Ontario,1040
2009-06-23,24,23,200.98,15,High,Delivery Truck,Small Business,Ontario,1041
2009-06-23,33,30,2.78,6,High,Regular Air,Small Business,Ontario,1042
2009-06-23,4,10,3.28,5,Low,Regular Air,Corporate,Ontario,1043
2009-06-23,5,8,256.99,4,Low,Regular Air,Corporate,Ontario,1044
2009-06-23,30,26,6.48,14,Low,Regular Air,Corporate,Ontario,1045
2009-06-23,35,21,65.99,15,High,Regular Air,Corporate,Saskachewan,1046
2009-06-24,39,16,10.64,14,Not Specified,Regular Air,Corporate,Prince Edward Island,1047
2009-06-24,2,40,2.78,13,Not Specified,Express Air,Corporate,Prince Edward Island,1048
2009-06-24,6,42,8.37,11,Medium,Regular Air,Corporate,Nova Scotia,1049
2009-06-24,26,39,10.48,4,Medium,Regular Air,Corporate,Ontario,1050
2009-06-24,16,17,20.99,13,Low,Regular Air,Corporate,Manitoba,1051
2009-06-24,1,49,65.99,1,High,Regular Air,Corporate,British Columbia,1052
2009-06-24,9,37,8.74,9,Low,Regular Air,Consumer,Alberta,1053
2009-06-25,17,27,105.34,3,Not Specified,Express Air,Consumer,British Columbia,1054
2009-06-25,8,1,130.98,13,Not Specified,Delivery Truck,Corporate,Nova Scotia,1055
2009-06-25,14,30,200.99,15,Not Specified,Regular Air,Corporate,Nova Scotia,1056
2009-06-25,38,40,177.98,1,Not Specified,Regular Air,Corporate,Ontario,1057
2009-06-25,33,17,70.89,9,Not Specified,Delivery Truck,Small Business,Ontario,1058
2009-06-26,17,10,15.01,7,Critical,Regular Air,Corporate,Manitoba,1059
2009-06-28,30,46,3.58,10,Critical,Regular Air,Home Office,British Columbia,1060
2009-06-28,36,46,100.98,10,Critical,Delivery Truck,Home Office,British Columbia,1061
2009-06-28,17,15,5.78,3,Critical,Regular Air,Home Office,British Columbia,1062
2009-06-28,1,39,17.52,7,Low,Regular Air,Home Office,Yukon,1063
2009-06-29,23,43,6.48,3,High,Regular Air,Consumer,Manitoba,1064
2009-06-29,25,34,8.37,12,Medium,Regular Air,Consumer,Ontario,1065
2009-06-29,31,22,73.98,14,High,Regular Air,Home Office,Quebec,1066
2009-06-29,33,14,5.98,12,High,Regular Air,Home Office,Quebec,1067
2009-06-29,23,23,3.57,8,High,Regular Air,Home Office,Quebec,1068
2009-06-29,10,24,35.99,7,Not Specified,Regular Air,Home Office,Alberta,1069
2009-06-30,2,14,63.94,5,Low,Express Air,Consumer,Ontario,1070
2009-06-30,19,44,30.98,15,Not Specified,Express Air,Home Office,Ontario,1071
2009-06-30,19,44,2.61,1,Critical,Regular Air,Corporate,Manitoba,1072
2009-06-30,31,28,349.45,10,Critical,Delivery Truck,Corporate,Manitoba,1073
2009-06-30,31,29,11.29,9,Not Specified,Regular Air,Consumer,New Brunswick,1074
2009-06-30,10,21,7.89,13,High,Regular Air,Consumer,British Columbia,1075
2009-06-30,2,16,3.68,15,High,Regular Air,Consumer,British Columbia,1076
2009-06-30,9,18,9.71,9,High,Regular Air,Consumer,British Columbia,1077
2009-06-30,38,42,8.33,6,Low,Regular Air,Small Business,Alberta,1078
2009-07-01,36,27,4.84,2,Low,Regular Air,Small Business,Prince Edward Island,1079
2009-07-01,20,42,45.19,15,High,Regular Air,Consumer,Manitoba,1080
2009-07-01,38,9,4.98,3,High,Regular Air,Consumer,Manitoba,1081
2009-07-01,17,8,29.17,8,Not Specified,Regular Air,Home Office,Saskachewan,1082
2009-07-01,2,45,179.29,7,Not Specified,Delivery Truck,Home Office,Saskachewan,1083
2009-07-01,5,6,348.21,12,Critical,Delivery Truck,Small Business,Saskachewan,1084
2009-07-01,22,3,2036.48,10,Low,Delivery Truck,Small Business,British Columbia,1085
2009-07-01,38,40,449.99,15,Low,Regular Air,Small Business,Alberta,1086
2009-07-01,16,20,5.84,3,Low,Regular Air,Small Business,Alberta,1087
2009-07-01,20,35,120.97,2,Low,Delivery Truck,Corporate,Alberta,1088
2009-07-02,2,50,5.74,10,High,Regular Air,Consumer,Northwest Territories,1089
2009-07-02,9,49,270.97,11,High,Delivery Truck,Consumer,Northwest Territories,1090
2009-07-02,39,9,161.55,13,Critical,Regular Air,Small Business,Ontario,1091
2009-07-02,28,45,99.23,14,Medium,Regular Air,Home Office,Quebec,1092
2009-07-02,2,10,60.98,11,Medium,Delivery Truck,Consumer,Manitoba,1093
2009-07-02,7,9,17.48,3,Medium,Regular Air,Consumer,Manitoba,1094
2009-07-02,13,20,60.97,10,Critical,Express Air,Corporate,Saskachewan,1095
2009-07-02,24,24,100.98,14,Medium,Delivery Truck,Home Office,Alberta,1096
2009-07-02,16,29,4.98,10,Medium,Regular Air,Home Office,Alberta,1097
2009-07-03,30,44,10.06,2,Low,Regular Air,Consumer,Prince Edward Island,1098
2009-07-03,35,34,115.99,9,High,Regular Air,Home Office,Nova Scotia,1099
2009-07-03,6,7,6.48,10,High,Regular Air,Home Office,British Columbia,1100
2009-07-03,10,38,9.93,12,High,Regular Air,Home Office,British Columbia,1101
2009-07-03,31,8,150.98,9,High,Delivery Truck,Home Office,Ontario,1102
2009-07-03,34,19,1.48,1,Low,Regular Air,Corporate,Quebec,1103
2009-07-03,12,26,12.53,10,High,Regular Air,Corporate,Manitoba,1104
2009-07-03,15,5,146.34,5,High,Delivery Truck,Corporate,Manitoba,1105
2009-07-04,33,5,399.98,8,Critical,Delivery Truck,Home Office,British Columbia,1106
2009-07-04,7,39,24.92,15,Medium,Regular Air,Consumer,Ontario,1107
2009-07-04,13,23,363.25,1,Medium,Regular Air,Home Office,Ontario,1108
2009-07-04,12,30,3.34,8,Medium,Regular Air,Home Office,Ontario,1109
2009-07-04,20,21,23.99,14,Low,Regular Air,Corporate,Ontario,1110
2009-07-04,1,14,55.98,5,Low,Regular Air,Corporate,Ontario,1111
2009-07-04,33,9,161.55,12,Low,Regular Air,Corporate,Ontario,1112
2009-07-04,32,14,290.98,3,Low,Regular Air,Corporate,Ontario,1113
2009-07-04,25,39,105.29,11,High,Regular Air,Corporate,Saskachewan,1114
2009-07-04,34,37,165.2,4,High,Express Air,Small Business,British Columbia,1115
2009-07-05,8,8,8.88,5,Low,Regular Air,Home Office,Yukon,1116
2009-07-05,2,26,2.88,10,Low,Regular Air,Home Office,Yukon,1117
2009-07-05,4,28,80.98,1,Low,Regular Air,Home Office,British Columbia,1118
2009-07-05,4,26,279.48,12,Low,Regular Air,Home Office,British Columbia,1119
2009-07-06,21,4,6.75,12,Low,Regular Air,Corporate,British Columbia,1120
2009-07-06,19,46,7.1,7,Low,Regular Air,Corporate,British Columbia,1121
2009-07-06,3,22,20.95,3,Low,Regular Air,Corporate,British Columbia,1122
2009-07-06,21,31,39.06,15,Low,Regular Air,Corporate,British Columbia,1123
2009-07-06,34,12,3.52,2,Low,Regular Air,Corporate,British Columbia,1124
2009-07-06,9,3,15.51,10,Low,Regular Air,Corporate,British Columbia,1125
2009-07-06,33,40,42.98,4,Not Specified,Regular Air,Home Office,Nova Scotia,1126
2009-07-06,5,42,21.78,7,Not Specified,Regular Air,Home Office,Nova Scotia,1127
2009-07-06,3,11,3.15,2,Not Specified,Regular Air,Home Office,Nova Scotia,1128
2009-07-06,22,20,26.48,7,Medium,Regular Air,Home Office,Quebec,1129
